tc_id	location	strand	cer	emb	liv	lun	mac	som	vis
C18F4293E04	chr18:69811716-69811780	F	3.94892	4.74536	1.64108	6.16217	17.6555	4.78599	4.29756
C12F54C1B44	chr12:88873796-88873834	F	7.89783	3.16357	1.64108	5.3919	17.6555	4.78599	8.59513
C16F166F787	chr16:23525255-23525319	F	11.8468	3.16357	9.02592	6.16217	5.88516	4.78599	8.59513
C5R754B574	chr5:122991988-122992027	R	7.89783	3.16357	0.820538	0.770272	5.88516	19.144	4.29756
C6R6B7178A	chr6:112662410-112662458	R	7.89783	3.16357	0.820538	2.31082	5.88516	19.144	4.29756
C15R5AF06E3	chr15:95356643-95356688	R	7.89783	1.58179	0.820538	2.31082	5.88516	19.144	4.29756
C18R3A7ED13	chr18:61336851-61336855	R	7.89783	6.32714	0.820538	9.24326	11.7703	4.78599	4.29756
CXR5DA8A63	chrX:98208355-98208355	R	7.89783	9.49071	0.820538	9.24326	11.7703	4.78599	8.59513
C4R431644F	chr4:70345807-70345809	R	7.89783	9.49071	7.38484	20.7973	11.7703	4.78599	8.59513
C3R7CDADFE	chr3:130919934-130919936	R	15.7957	1.58179	7.38484	0.770272	11.7703	4.78599	8.59513
C4F8D9CC42	chr4:148491330-148491357	F	3.94892	1.58179	7.38484	1.54054	11.7703	9.57199	17.1903
C19F3397A71	chr19:54098545-54098595	F	3.94892	1.58179	7.38484	1.54054	11.7703	9.57199	17.1903
C9R36F7038	chr9:57634872-57634944	R	7.89783	1.58179	2.46161	4.62163	5.88516	4.78599	4.29756
C6R683FC0	chr6:6832064-6832085	R	7.89783	4.74536	2.46161	4.62163	5.88516	23.93	4.29756
C5R73FF6A5	chr5:121632421-121632423	R	7.89783	4.74536	6.5643	0.770272	11.7703	9.57199	4.29756
C4R602C557	chr4:100844887-100844888	R	3.94892	4.74536	4.10269	9.24326	5.88516	4.78599	4.29756
C3R5BE2A40	chr3:96348736-96348738	R	3.94892	30.0539	4.10269	0.770272	5.88516	4.78599	4.29756
C8F5E00465	chr8:98567269-98567299	F	3.94892	30.0539	4.10269	0.770272	5.88516	14.358	17.1903
C10R38346E6	chr10:58935014-58935014	R	7.89783	1.58179	4.10269	1.54054	5.88516	4.78599	17.1903
C2F8175E9D	chr2:135749277-135749308	F	7.89783	1.58179	4.10269	1.54054	5.88516	28.716	4.29756
C4F5DBC5CD	chr4:98289101-98289101	F	7.89783	1.58179	4.10269	1.54054	5.88516	28.716	4.29756
C11F638DBFF	chr11:104389631-104389631	F	7.89783	3.16357	4.10269	10.7838	5.88516	4.78599	4.29756
C9F44BC15C	chr9:72073564-72073569	F	7.89783	7.90893	1.64108	3.08109	11.7703	4.78599	4.29756
C16R50EA68A	chr16:84846218-84846245	R	3.94892	7.90893	1.64108	2.31082	11.7703	9.57199	17.1903
C3F53F055F	chr3:88016223-88016274	F	11.8468	1.58179	0.820538	5.3919	11.7703	4.78599	8.59513
C1F22C495C	chr1:36456796-36456867	F	3.94892	1.58179	0.820538	0.770272	11.7703	4.78599	4.29756
C5R88C6A67	chr5:143420007-143420009	R	3.94892	1.58179	0.820538	16.946	5.88516	4.78599	4.29756
C11F39252CC	chr11:59921100-59921193	F	7.89783	1.58179	6.5643	4.62163	5.88516	4.78599	4.29756
C3R5ADAA47	chr3:95267399-95267413	R	7.89783	1.58179	2.46161	2.31082	11.7703	4.78599	8.59513
C17R171E031	chr17:24240177-24240193	R	3.94892	1.58179	4.10269	4.62163	11.7703	4.78599	8.59513
